comparison_id,study_id,comparison_type,modality_1,modality_2,version_1,version_2,n_readers,reader_1_specialty,reader_1_experience_yrs,reader_2_specialty,reader_2_experience_yrs,blinding,reading_session_type,n_cysts,n_categories,categories_used,collapsing_scheme,kappa_type,weight_scheme,kappa,kappa_se,ci_lower,ci_upper,observed_agreement,gwet_ac1,gwet_ac2,icc,icc_type,krippendorff_alpha,has_raw_table,exclude,metric_note,std_modality_1,std_modality_2,std_version_1,std_version_2,reader_structure,variation_axis,dep_id,sensitivity_flags,analytic_stratum,opes_rank,opes_include,opes_basis,opes_exclude_reason,exp_mean,specialty_group,blinding_reported,study_design_cat,region
C237,Shaish_2019,inter-reader,CT and MRI (mixed),,original,,2,"['fellowship-trained abdominal radiology', 'various clinical radiologists']",,,,"reader blinded, prospective was clinical",blinded retrospective vs prospective clinical,138,3,"['IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.76,,,,,,,,,,0,,weight_not_specified,CT_MRI,,original,original,pairwise,reader_pair,Shaish_2019_c1,no_ci,inter-reader,28.62,1,median_synthetic:0.7600,,,mixed,blinded,retrospective,North_America
C238,Shampain_2022,inter-reader,CT and MRI,,v2005,,8,"['radiology (4 experts/faculty, 4 residents)']","2-13 years (experts), residents",,,"blinded to each other, clinical read, histopathology","independent, after 1-hour didactic training",195,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.023,0.42,0.51,,,0.46,,,,0,,weight_not_specified,CT_MRI,,original,original,pooled,modality;version;n_readers;n_cysts,Shampain_2022_c1,weight_not_specified,inter-reader,-0.95,,,lower_priority_version_within_study,7.5,mixed,blinded,retrospective,North_America
C239,Shampain_2022,inter-reader,CT and MRI,,v2019,,8,"['radiology (4 experts, 4 residents)']","2-13 years (experts), residents",,,blinded,"independent, after 1-hour didactic training, 9-month washout from v2005 round",195,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0306,0.45,0.57,,,0.51,,,,0,,weight_not_specified,CT_MRI,,v2019,v2019,pooled,modality;version;n_readers;n_cysts,Shampain_2022_c1,weight_not_specified,inter-reader,-0.95,1,pooled_direct,,,mixed,blinded,retrospective,North_America
C240,Shampain_2022,inter-reader,CT and MRI,,v2005,,4,['radiology faculty'],2-13 years,,,blinded,independent,195,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0281,0.43,0.54,,,0.49,,,,0,,weight_not_specified,CT_MRI,,original,original,subgroup,modality;version;n_readers;n_cysts,Shampain_2022_c1,weight_not_specified,inter-reader,19.05,0,,less_preferred_structure:subgroup;lower_priority,7.5,general,blinded,retrospective,North_America
C241,Shampain_2022,inter-reader,CT and MRI,,v2019,,4,['radiology faculty'],2-13 years,,,blinded,independent,195,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0383,0.47,0.62,,,0.54,,,,0,,weight_not_specified,CT_MRI,,v2019,v2019,subgroup,modality;version;n_readers;n_cysts,Shampain_2022_c1,weight_not_specified,inter-reader,19.05,0,,less_preferred_structure:subgroup;lower_priority,7.5,general,blinded,retrospective,North_America
C242,Shampain_2022,inter-reader,CT and MRI,,v2005,,4,['radiology residents'],residents,,,blinded,independent,195,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0281,0.42,0.53,,,0.47,,,,0,,weight_not_specified,CT_MRI,,original,original,subgroup,modality;version;n_readers;n_cysts,Shampain_2022_c1,weight_not_specified,inter-reader,19.05,0,,less_preferred_structure:subgroup;lower_priority,,mixed,blinded,retrospective,North_America
C243,Shampain_2022,inter-reader,CT and MRI,,v2019,,4,['radiology residents'],residents,,,blinded,independent,195,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0357,0.43,0.57,,,0.5,,,,0,,weight_not_specified,CT_MRI,,v2019,v2019,subgroup,modality;version;n_readers;n_cysts,Shampain_2022_c1,weight_not_specified,inter-reader,19.05,0,,less_preferred_structure:subgroup;lower_priority,,mixed,blinded,retrospective,North_America
C244,Shampain_2022,inter-reader,CT,,v2005,,8,['radiology'],mixed,,,blinded,independent,95,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0332,0.44,0.57,,,0.51,,,,0,,weight_not_specified,CT,,original,original,pooled,modality;version;n_readers;n_cysts,Shampain_2022_c2,weight_not_specified,inter-reader,0.05,0,,lower_priority,,general,blinded,retrospective,North_America
C245,Shampain_2022,inter-reader,CT,,v2019,,8,['radiology'],mixed,,,blinded,independent,95,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0561,0.45,0.67,,,0.56,,,,0,,weight_not_specified,CT,,v2019,v2019,pooled,modality;version;n_readers;n_cysts,Shampain_2022_c2,weight_not_specified,inter-reader,0.05,0,,lower_priority,,general,blinded,retrospective,North_America
C246,Shampain_2022,inter-reader,MRI,,v2005,,8,['radiology'],mixed,,,blinded,independent,100,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0306,0.37,0.49,,,0.43,,,,0,,weight_not_specified,MRI,,original,original,pooled,modality;version;n_readers;n_cysts,Shampain_2022_c3,weight_not_specified,inter-reader,0,0,,lower_priority,,general,blinded,retrospective,North_America
C247,Shampain_2022,inter-reader,MRI,,v2019,,8,['radiology'],mixed,,,blinded,independent,100,4,"['II', 'IIF', 'III', 'IV']",,Gwet_AC,weighted_unspecified,,0.0332,0.45,0.58,,,0.52,,,,0,,weight_not_specified,MRI,,v2019,v2019,pooled,modality;version;n_readers;n_cysts,Shampain_2022_c3,weight_not_specified,inter-reader,0,0,,lower_priority,,general,blinded,retrospective,North_America
C248,Shen_2023,inter-reader,MRI,,v2019,,3,"['abdominal radiology (1 year post-fellowship, 16 years post-fellowship, 1 in fellowship)']",fellowship trainee to 16 years post-fellowship,,,"blinded to radiology reports, each other, and reference standard",independent,72,6,"['Pattern A', 'Pattern B', 'Pattern C', 'Pattern D', 'Pattern E', 'Pattern F']",,Gwet_AC,weighted_unspecified,,0.0531,0.578,0.786,,,0.682,,,,0,not_bosniak_category,weight_not_specified,MRI,,v2019,v2019,pooled,none,Shen_2023_c1,weight_not_specified,inter-reader,0.28,0,,,16.0,mixed,blinded,retrospective,North_America
C249,Siegel_1997,inter-reader,CT,,"original (1986, no IIF)",,3,['radiology'],,,,blinded to pathologic diagnosis and each other; only given laterality,independent,70,4,"['I', 'II', 'III', 'IV']",,Fleiss,unweighted,0.571,,,,0.59,,,,,,0,,,CT,,original,original,pooled,none,Siegel_1997_c1,no_ci,inter-reader,-0.7,1,sole_estimate,,,general,blinded,retrospective,North_America
C251,Sun_2023,inter-reader,CEUS,,v2019,,2,['radiology (senior and junior)'],10 years,,1 year,,,212,6,,,Cohen,unspecified,0.689,,,,,,,,,,0,,weight_not_specified,CEUS,,v2019,v2019,single_pair,version;n_categories;n_cysts;weight,Sun_2023_c1,no_ci;weight_not_specified,inter-reader,8.88,1,single_pair_direct,,5.5,general,unclear,retrospective,Asia
C252,Tse_2020,inter-reader,MRI,,original (pre-2019),,2,['fellowship-trained abdominal radiology'],12,,14,blinded to all clinical and pathologic information,"independent, then consensus",59,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.57,,,,,,,,,,0,,weight_not_specified,MRI,,original,original,single_pair,version,Tse_2020_c1,overlap:tse_group;no_ci,inter-reader,9.41,,,lower_priority_version_within_study,13.0,mixed,blinded,retrospective,North_America
C253,Tse_2020,inter-reader,MRI,,v2019,,2,['fellowship-trained abdominal radiology'],12,,14,blinded to all clinical and pathologic information,"independent, then consensus",59,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.55,,,,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,single_pair,version,Tse_2020_c1,overlap:tse_group;no_ci,inter-reader,9.41,1,single_pair_direct,,13.0,mixed,blinded,retrospective,North_America
C254,Tse_2021_a,inter-reader,CT or MRI,,v2019,,3,fellowship-trained abdominal radiologists,"2, 13, 15 years post-fellowship",,,blinded to clinical data including histology and original report,"independent, retrospective",79,4,"['III-WS', 'III-OP', 'IV-OP', 'IV-AP']",v2019 subclasses of III and IV only,Cohen,unspecified,0.431,,,,,,,,,,0,,cohen_multi_reader;weight_not_specified,CT_MRI,,v2019,v2019,pooled,version;n_categories,Tse_2021_a_c1,cohen_multi_reader;overlap:tse_group;no_ci,inter-reader,1.21,1,pooled_direct,,10.0,mixed,blinded,retrospective,North_America
C255,Tse_2021_a,inter-reader,CT or MRI,,v2019,,3,fellowship-trained abdominal radiologists,"2, 13, 15 years post-fellowship",,,blinded,"independent, retrospective",79,2,"['III', 'IV']",v2019 main class,Cohen_unweighted,unweighted,0.431,,,,,,,,,,0,supplementary_collapsed,cohen_multi_reader,CT_MRI,,v2019,v2019,pooled,version;n_categories,Tse_2021_a_c1,cohen_multi_reader;overlap:tse_group;no_ci,inter-reader,1.21,0,,duplicate_within_study,10.0,mixed,blinded,retrospective,North_America
C256,Tse_2021_a,inter-reader,CT or MRI,,original (prior),,3,fellowship-trained abdominal radiologists,"2, 13, 15 years post-fellowship",,,blinded,"independent, retrospective",79,2,"['III', 'IV']",prior main class,Cohen_unweighted,unweighted,0.283,,,,,,,,,,0,,cohen_multi_reader,CT_MRI,,original,original,pooled,version;n_categories,Tse_2021_a_c1,cohen_multi_reader;overlap:tse_group;no_ci,inter-reader,1.21,0,,lower_priority_version_within_study,10.0,mixed,blinded,retrospective,North_America
C257,Tse_2021_a,inter-reader,CT or MRI,,v2019,,2,,,,,,,79,4,"['III-WS', 'III-OP', 'IV-OP', 'IV-AP']",,Cohen,unweighted,,,,,,,,,,,0,duplicate,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C258,Tse_2021_a,inter-reader,,,v2019,,2,,,,,,,79,2,,,Cohen,unweighted,,,,,,,,,,,0,duplicate,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C260,Tse_2021_b,inter-reader,CT,,v2019,,3,fellowship-trained abdominal radiologists,"2, 13, 15 years",,,"blinded to clinical info, pathology, original report","independent, retrospective, separate sessions for CT and MRI",68,5,"['I', 'II', 'IIF', 'III', 'IV']",full 5-category,Cohen_weighted,weighted_unspecified,0.745,,,,,,,,,,0,,,,,NA,NA,pooled,,Tse_2021_b_c1,,inter-reader,,0,,lower_priority_version_within_study,10.0,mixed,blinded,retrospective,North_America
C261,Tse_2021_b,inter-reader,MRI,,v2019,,3,,,,,,,68,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.655,,,,,,,,,,0,,,,,NA,NA,pooled,,Tse_2021_b_c1,,inter-reader,,1,,,,,unclear,retrospective,North_America
C262,Tse_2021_b,inter-reader,CT,,original,,3,,,,,,,68,5,,,Cohen_weighted,weighted_unspecified,0.707,,,,,,,,,,0,,,,,NA,NA,pooled,,Tse_2021_b_c1,,inter-reader,,0,,lower_priority_version_within_study,,,unclear,retrospective,North_America
C263,Tse_2021_b,inter-reader,MRI,,original,,3,,,,,,,68,5,,,Cohen_weighted,weighted_unspecified,0.623,,,,,,,,,,0,,,,,NA,NA,pooled,,Tse_2021_b_c1,,inter-reader,,0,,lower_priority_version_within_study,,,unclear,retrospective,North_America
C264,Tse_2021_b,inter-modality,CT,MRI,v2019,,3,,,,,,,68,5,,,,,,,,,0.71,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C265,Tse_2021_b,inter-modality,CT,MRI,original,,3,,,,,,,68,5,,,,,,,,,0.71,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C267,Tse_2022,inter-reader,CT (SOC 2.5-3mm),,v2019,,3,fellowship-trained abdominal radiologists,"1, 4, 14 years",,,"not stated explicitly, but retrospective independent review","independent, retrospective, SOC session first",131,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.691,,,,,,,,,,0,,cohen_multi_reader;weight_not_specified,CT,,v2019,v2019,pooled,reader_pair,Tse_2022_c1,weight_not_specified;cohen_multi_reader;overlap:tse_group;no_ci,inter-reader,1.69,1,pooled_direct,,6.33,mixed,unclear,retrospective,North_America
C268,Tse_2022,inter-reader,CT (thin <=1mm),,v2019,,3,fellowship-trained abdominal radiologists,"1, 4, 14 years",,,,,131,5,,,Cohen_weighted,weighted_unspecified,0.679,,,,,,,,,,0,,cohen_multi_reader;weight_not_specified,CT,,v2019,v2019,pooled,reader_pair,Tse_2022_c1,weight_not_specified;cohen_multi_reader;overlap:tse_group;no_ci,technical-comparison,1.69,0,,duplicate_within_study,6.33,mixed,unclear,retrospective,North_America
C269,Tse_2022,intra-reader,CT (SOC),CT (thin),v2019,,1,,,,,,,131,5,,,weighted Cohen's kappa (intra-rater),weighted,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C270,Valentino_2010,inter-modality,CT,CEUS,,,,,,,,,,108,,,,,,,,,,0.87,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,,
C271,Walmer_2023,inter-reader,CEUS (flash replenishment),,,,4,radiologists,0.25-3 years CEUS experience,,,,,63,3,Malignant/Indeterminate/Benign (collapsed Bosniak III-IV/IIF/I-II),,Cohen_unweighted,unweighted,,,,,,,,,,,1,split_parent,,,,NA,NA,,,,,,,,,,1.62,general,unclear,,North_America
C272,Weibl_2011,inter-reader,CT,,"original (with IIF, post-2003)",,2,radiologists (4-30yr experience in Group 1; >=10yr in Group 2),,,,Group 2 blinded to initial diagnosis and other reviewers,,71,4,"['II', 'IIF', 'III', 'IV']",,,,,,,,0.4648,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,,general,blinded,retrospective,Europe
C273,Weibl_2011,inter-reader,CT,,original (with IIF),,2,radiologists vs urologist,,,,Group 3 blinded to initial diagnosis,,71,4,"['II', 'IIF', 'III', 'IV']",,,,,,,,0.8028,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,,mixed,blinded,retrospective,Europe
C274,Weibl_2011,inter-reader,CT,,original (with IIF),,2,,,,,,,71,4,,,,,,,,,0.59,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,Europe
C275,Yan_2021,inter-reader,CT or MRI,,v2019,,3,junior fellowship-trained abdominal radiologists,1-2 years post-fellowship,,,"blinded to pathology, demographics, original report",independent,73,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen's kappa,unweighted,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,1.5,mixed,blinded,retrospective,North_America
C276,Yan_2021,inter-reader,CT or MRI,,original,,3,,,,,,,73,5,,,Cohen's kappa,unweighted,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C277,Yan_2021,inter-reader,,,v2019,,,,,,,,,15,,,,Cohen's kappa,,,,,,,,,,,,,split_parent,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C278,Yan_2021,inter-reader,,,v2019,,,,,,,,,28,,,,Cohen's kappa,,,,,,,,,,,,,split_parent,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C279,Yan_2021,inter-reader,,,v2019,,,,,,,,,28,,,,Cohen's kappa,,,,,,,,,,,,,split_parent,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C283,Yan_2021,inter-version,,,v2019,original,,,,,,,,73,,,,,,,,,,,,,,,,1,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C284,Yenice_2020,inter-modality,CT,MRI,1986,1986,2,"['abdominal radiology', 'abdominal radiology']",,,,"blinded to clinical and pathology information; CT evaluated first, MRI evaluated 1 month later with CT results withheld",independent then consensus,102,4,"['II', 'IIF', 'III', 'IV']",,Cohen_unweighted,unweighted,0.571,,,,0.755,,,,,,1,,,CT,MRI,original,original,single,none,Yenice_2020_c1,no_ci,inter-modality,3.98,1,sole_estimate,,,subspecialty,blinded,retrospective,Asia
C285,Yenice_2020,inter-reader,CT,CT,1986,1986,2,"['abdominal radiology', 'abdominal radiology']",,,,blinded to clinical and pathology information; independent reading,independent,102,4,"['II', 'IIF', 'III', 'IV']",,Cohen_unweighted,unweighted,0.788,,,,0.882,,,,,,1,,,CT,CT,original,original,single_pair,modality,Yenice_2020_c1,no_ci,inter-reader,8.98,1,single_pair_direct,,,subspecialty,blinded,retrospective,Asia
C286,Yenice_2020,inter-reader,MRI,MRI,1986,1986,2,"['abdominal radiology', 'abdominal radiology']",,,,blinded to clinical and pathology information; independent reading; CT results withheld,independent,102,4,"['II', 'IIF', 'III', 'IV']",,Cohen_unweighted,unweighted,0.75,,,,0.853,,,,,,1,,,MRI,MRI,original,original,single_pair,modality,Yenice_2020_c1,no_ci,inter-reader,8.98,0,,duplicate_within_study,,subspecialty,blinded,retrospective,Asia
C287,Zhong_2017,inter-reader,CT,CT,1986,1986,2,"['radiology (senior, CT and MR diagnosis)', 'radiology (senior, CT and MR diagnosis)']",22 years,,25 years,blinded to previous imaging reports and pathological results,consensus (agreement assessed before finalizing consensus),35,4,,,Cohen,unspecified,0.919,,,,,,,,,,0,,weight_not_specified,CT,CT,original,original,single_pair,modality,Zhong_2017_c1,no_ci;weight_not_specified,inter-reader,10.65,1,single_pair_direct,,23.5,general,blinded,retrospective,Asia
C288,Zhong_2017,inter-reader,MRI,MRI,1986,1986,2,"['radiology (senior, CT and MR diagnosis)', 'radiology (senior, CT and MR diagnosis)']",22 years,,25 years,blinded to previous imaging reports and pathological results,consensus (agreement assessed before finalizing consensus),35,4,,,Cohen,unspecified,0.956,,,,,,,,,,0,,weight_not_specified,MRI,MRI,original,original,single_pair,modality,Zhong_2017_c1,no_ci;extreme_value;weight_not_specified,inter-reader,10.65,0,,duplicate_within_study,23.5,general,blinded,retrospective,Asia
C289,Zhong_2017,inter-modality,CT,MRI,1986,1986,2,"['radiology (senior)', 'radiology (senior)']",22 years,,25 years,blinded to previous imaging reports and pathological results,consensus,35,4,"['II', 'IIF', 'III', 'IV']",,Cohen_unweighted,unweighted,0.659,,,,0.77,,,,,,1,,derived_from_table,CT,MRI,original,original,single,none,Zhong_2017_c1,derived_from_table;no_ci,inter-modality,5.65,1,sole_estimate,,23.5,general,blinded,retrospective,Asia
C290,Arita_2022,inter-reader,CT,,2019,,3,,,,,,,103,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.77,,,,,,,,,,0,,,CT,,v2019,v2019,pooled,modality,Arita_2022_c1,no_ci,inter-reader,28.97,1,pooled_direct,,,,unclear,retrospective,Asia
C291,Arita_2022,inter-reader,CT,,2019,,3,,,,,,,103,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.63,,,,,,,,,,0,,,CT,,v2019,v2019,pooled,modality,Arita_2022_c1,no_ci,inter-reader,28.97,0,,subgroup_not_representative,,,unclear,retrospective,Asia
C292,Arita_2022,inter-reader,CT,,2019,,3,,,,,,,103,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.58,,,,,,,,,,0,,,CT,,v2019,v2019,pooled,modality,Arita_2022_c1,no_ci,inter-reader,28.97,0,,subgroup_not_representative,,,unclear,retrospective,Asia
C293,Arita_2022,inter-reader,CT+MRI,,2019,,3,,,,,,,103,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.78,,,,,,,,,,0,,,CT_MRI,,v2019,v2019,pooled,modality,Arita_2022_c1,no_ci,technical-comparison,28.97,0,,non_target_group,,,unclear,retrospective,Asia
C294,Arita_2022,inter-reader,CT+MRI,,2019,,3,,,,,,,103,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.65,,,,,,,,,,0,,,CT_MRI,,v2019,v2019,pooled,modality,Arita_2022_c1,no_ci,technical-comparison,28.97,0,,non_target_group,,,unclear,retrospective,Asia
C295,Arita_2022,inter-reader,CT+MRI,,2019,,3,,,,,,,103,5,"I, II, IIF, III, IV",,Fleiss,unweighted,0.61,,,,,,,,,,0,,,CT_MRI,,v2019,v2019,pooled,modality,Arita_2022_c1,no_ci,technical-comparison,28.97,0,,non_target_group,,,unclear,retrospective,Asia
C302,Bai_2020,inter-reader,MRI,,2019,,8,,,,,,,207,5,all classes,,Cohen_weighted,weighted_unspecified,0.64,,0.6,0.68,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,v2019,v2019,pooled,version;n_readers;n_cysts,Bai_2020_c1,cohen_multi_reader;weight_not_specified,inter-reader,0.93,1,pooled_direct,,,,unclear,retrospective,Asia
C303,Bai_2020,inter-reader,MRI,,2005,,8,,,,,,,207,5,all classes,,Cohen_weighted,weighted_unspecified,0.5,,0.46,0.55,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,original,original,pooled,version;n_readers;n_cysts,Bai_2020_c1,cohen_multi_reader;weight_not_specified,inter-reader,0.93,0,,duplicate_within_study,,,unclear,retrospective,Asia
C304,Bai_2020,inter-reader,MRI,,2019,,8,,,,,,,147,3,"class II,IIF,III (v2019 cohort)",,Cohen_weighted,weighted_unspecified,0.53,,0.48,0.58,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,v2019,v2019,pooled,version;n_readers;n_cysts,Bai_2020_c2,cohen_multi_reader;weight_not_specified,inter-reader,1.53,0,,lower_priority,,,unclear,retrospective,Asia
C305,Bai_2020,inter-reader,MRI,,2005,,8,,,,,,,147,3,"class II,IIF,III (v2019 cohort)",,Cohen_weighted,weighted_unspecified,0.37,,0.32,0.41,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,original,original,pooled,version;n_readers;n_cysts,Bai_2020_c2,cohen_multi_reader;weight_not_specified,inter-reader,1.53,0,,lower_priority,,,unclear,retrospective,Asia
C306,Bai_2020,inter-reader,MRI,,2019,,8,,,,,,,123,3,"class II,IIF,III (v2005 cohort)",,Cohen_weighted,weighted_unspecified,0.56,,0.52,0.61,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,v2019,v2019,pooled,version;n_readers;n_cysts,Bai_2020_c3,cohen_multi_reader;weight_not_specified,inter-reader,1.77,0,,lower_priority,,,unclear,retrospective,Asia
C307,Bai_2020,inter-reader,MRI,,2005,,8,,,,,,,123,3,"class II,IIF,III (v2005 cohort)",,Cohen_weighted,weighted_unspecified,0.35,,0.31,0.4,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,original,original,pooled,version;n_readers;n_cysts,Bai_2020_c3,cohen_multi_reader;weight_not_specified,inter-reader,1.77,0,,lower_priority,,,unclear,retrospective,Asia
C308,Bai_2020,inter-reader,MRI,,2019,,4,,,,,,,207,5,all classes,,Cohen_weighted,weighted_unspecified,0.65,,0.6,0.69,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,v2019,v2019,subgroup,version;n_readers;n_cysts,Bai_2020_c1,cohen_multi_reader;weight_not_specified,inter-reader,20.93,0,,less_preferred_structure:subgroup;lower_priority,,,unclear,retrospective,Asia
C309,Bai_2020,inter-reader,MRI,,2019,,4,,,,,,,207,5,all classes,,Cohen_weighted,weighted_unspecified,0.64,,0.59,0.68,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,v2019,v2019,subgroup,version;n_readers;n_cysts,Bai_2020_c1,cohen_multi_reader;weight_not_specified,inter-reader,20.93,0,,less_preferred_structure:subgroup;lower_priority,,,unclear,retrospective,Asia
C310,Bai_2020,inter-reader,MRI,,2005,,4,,,,,,,207,5,all classes,,Cohen_weighted,weighted_unspecified,0.54,,0.49,0.59,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,original,original,subgroup,version;n_readers;n_cysts,Bai_2020_c1,cohen_multi_reader;weight_not_specified,inter-reader,20.93,0,,less_preferred_structure:subgroup;lower_priority,,,unclear,retrospective,Asia
C311,Bai_2020,inter-reader,MRI,,2005,,4,,,,,,,207,5,all classes,,Cohen_weighted,weighted_unspecified,0.46,,0.41,0.51,,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,,original,original,subgroup,version;n_readers;n_cysts,Bai_2020_c1,cohen_multi_reader;weight_not_specified,inter-reader,20.93,0,,less_preferred_structure:subgroup;lower_priority,,,unclear,retrospective,Asia
C326,Destefani_2017,inter-reader,US,,unspecified,unspecified,2,,,,,,,98,2,minimally complex vs complex,,Cohen_unweighted,unweighted,0.704,,0.517,0.892,,,,,,,0,supplementary_collapsed,,US,,unspecified,unspecified,single_pair,modality;n_categories,Destefani_2017_c1,,inter-reader,9.02,0,,lower_priority,,,unclear,retrospective,Other
C327,Destefani_2017,inter-reader,CT/MRI,,2005,,2,,,,,,,98,5,"I, II, IIF, III, IV",,Cohen_unweighted,unweighted,0.745,,0.631,0.859,,,,,,,0,,,CT_MRI,,original,original,single_pair,modality;n_categories,Destefani_2017_c1,,inter-reader,9.02,1,single_pair_direct,,,,unclear,retrospective,Other
C328,Ferreira_2016,inter-reader,CT,,2005,,2,,,,,,,42,5,"I, II, IIF, III, IV",,Cohen_unweighted,unweighted,0.876,,0.69,1,,,,,,,0,,,CT,,original,original,single_pair,modality,Ferreira_2016_c1,,inter-reader,9.58,1,single_pair_direct,,,,unclear,retrospective,Other
C329,Ferreira_2016,inter-reader,MRI,,2005,,2,,,,,,,42,5,"I, II, IIF, III, IV",,Cohen_unweighted,unweighted,0.934,,0.75,1,,,,,,,0,,,MRI,,original,original,single_pair,modality,Ferreira_2016_c1,,inter-reader,9.58,0,,duplicate_within_study,,,unclear,retrospective,Other
C330,Frumer_2021,inter-reader,all modalities,,modified Bosniak,,4,,,,,,,7,4,individual categories (I-IV),,Krippendorff_alpha,unweighted,,,0,0.22,,,,,,0.07,0,,,CT_MRI,,modified,modified,pooled,modality;n_categories,Frumer_2021_c1,small_sample,inter-reader,-0.14,0,,lower_modality_priority,,,unclear,retrospective,Asia
C331,Frumer_2021,inter-reader,all modalities,,modified Bosniak,,4,,,,,,,7,2,binary (I-II vs III-IV),,Krippendorff_alpha,unweighted,,,0,0.34,,,,,,0.08,0,,,CT_MRI,,modified,modified,pooled,modality;n_categories,Frumer_2021_c1,small_sample,inter-reader,-0.14,0,,duplicate_within_study,,,unclear,retrospective,Asia
C332,Frumer_2021,inter-reader,US,,modified Bosniak,,4,,,,,,,7,4,"US, individual categories",,Krippendorff_alpha,unweighted,,,0,0.27,,,,,,0.03,0,,,US,,modified,modified,pooled,modality;n_categories,Frumer_2021_c1,small_sample,inter-reader,-0.14,0,,duplicate_within_study,,,unclear,retrospective,Asia
C333,Frumer_2021,inter-reader,CECT,,modified Bosniak,,4,,,,,,,7,4,"CECT, individual categories",,Krippendorff_alpha,unweighted,,,0,0.43,,,,,,0.1,0,,,CT,,modified,modified,pooled,modality;n_categories,Frumer_2021_c1,small_sample,inter-reader,-0.14,0,pooled_direct,not_kappa_metric,,,unclear,retrospective,Asia
C334,Frumer_2021,inter-reader,MRI,,modified Bosniak,,4,,,,,,,7,4,"MRI, individual categories",,Krippendorff_alpha,unweighted,,,0,0.33,,,,,,0.1,0,,,MRI,,modified,modified,pooled,modality;n_categories,Frumer_2021_c1,small_sample,inter-reader,-0.14,0,,duplicate_within_study,,,unclear,retrospective,Asia
C335,Frumer_2021,inter-reader,US,,modified Bosniak,,4,,,,,,,7,2,"US, binary",,Krippendorff_alpha,unweighted,,,0,0.5,,,,,,0.15,0,,,US,,modified,modified,pooled,modality;n_categories,Frumer_2021_c1,small_sample,inter-reader,-0.14,0,,duplicate_within_study,,,unclear,retrospective,Asia
